cleansed_text,created_at,class,is_unuseful,processed_text
"Oh good! I am happy you found them!




I hope you enjoy your day!




Nicole 

Pura Customer Care",2022-07-29 14:56:14.588000 UTC,chat,False,"Oh good! I am happy you found them!
I hope you enjoy your day!"
"Hi E,




Thanks for contacting Pura Customer Care. My name is Nicole and I'll be helping you out today!




I'm so sorry to hear that you are missing some items from your order, I'm happy to help you find or replace these fragrances.




The fragrances you ordered should be found on the right side of the device box. Each box holds up to 4 fragrances, often times fragrances are packaged underneath each other. Especially under the white flap, there is a tab you can use to pull this flap out (please see attached diagram).




Can I have you send me a picture of everything taken out of the right side of each box?




﻿If the fragrances are not hiding under the flap or each other, then we can go ahead and move forward with the replacements ASAP.




Thanks!




Nicole 

Pura Customer Care",2022-07-29 13:58:39.946000 UTC,chat,False,"Thanks for contacting Pura Customer Care. My name is Nicole and I'll be helping you out today!
I'm so sorry to hear that you are missing some items from your order, I'm happy to help you find or replace these fragrances.
The fragrances you ordered should be found on the right side of the device box. Each box holds up to 4 fragrances, often times fragrances are packaged underneath each other. Especially under the white flap, there is a tab you can use to pull this flap out (please see attached diagram).
Can I have you send me a picture of everything taken out of the right side of each box?
﻿If the fragrances are not hiding under the flap or each other, then we can go ahead and move forward with the replacements ASAP."
Can I have the title of it as I can't find your account with the email you have provided?,2021-12-15 21:07:27.328000 UTC,ticket,False,Can I have the title of it as I can't find your account with the email you have provided?
Hi there! Just following up with you as I'd love to find your account. Any information about the order would be wonderful so I can find your account.  I look forward to hearing from you!  ~Kyrsten #ChatbooksLovesYou,2021-12-15 21:04:28.275000 UTC,ticket,True,Hi there! Just following up with you as I'd love to find your account. Any information about the order would be wonderful so I can find your account.  I look forward to hearing from you!  ~Kyrsten #ChatbooksLovesYou
I havent received one of my books yet,2021-12-15 21:05:27.291000 UTC,ticket,False,I havent received one of my books yet
No problem! Have a look around and let us know if you have any questions. ��,2022-02-05 21:05:05.000000 UTC,chat,False,No problem! Have a look around and let us know if you have any questions. ��
"Divvy is available to businesses with a US tax ID or use a US bank.

Would you like to talk to someone who can show you how this could work for your company?",2022-02-05 20:59:27.000000 UTC,chat,False,"Divvy is available to businesses with a US tax ID or use a US bank.
Would you like to talk to someone who can show you how this could work for your company?"
Waiting until the end of the month to reconcile expenses puts you in a tough spot if someone goes over budget. Divvy allows you to see every transaction in real time as your team spends. Learn more about reconciling spend .,2022-02-05 20:59:26.000000 UTC,chat,False,Waiting until the end of the month to reconcile expenses puts you in a tough spot if someone goes over budget. Divvy allows you to see every transaction in real time as your team spends. Learn more about reconciling spend .
"Hi there! �� Welcome to Divvy, what can I help you with today?",2022-02-05 20:57:03.000000 UTC,chat,False,"Hi there! �� Welcome to Divvy, what can I help you with today?"
"I'd love to tell you more about Divvy! Divvy is a credit card for business, but it’s more than a card. It’s also a financial platform and mobile app where you can create budgets, set spending limits, pay bills from your bank account, and see every transaction in real time.",2022-02-05 20:59:00.000000 UTC,chat,False,"I'd love to tell you more about Divvy! Divvy is a credit card for business, but it’s more than a card. It’s also a financial platform and mobile app where you can create budgets, set spending limits, pay bills from your bank account, and see every transaction in real time."
What’s your biggest challenge when it comes to managing company budgets and expenses?,2022-02-05 20:59:00.000000 UTC,chat,False,What’s your biggest challenge when it comes to managing company budgets and expenses?
I'd like to learn more about Divvy!,2022-02-05 20:58:59.000000 UTC,chat,False,I'd like to learn more about Divvy!
Reconciling spend each month is difficult and time consuming,2022-02-05 20:59:25.000000 UTC,chat,False,Reconciling spend each month is difficult and time consuming
"Sorry I was having some technical issues.  I need to know if a user can goods-receipt another users PO.  We have 2 teams working 4-day-on, 4-day-off shifts and its causing goods receipt problems.



Many thanks

Jennifer",2020-11-02 12:15:14.000000 UTC,chat,False,"Sorry I was having some technical issues.  I need to know if a user can goods-receipt another users PO.  We have 2 teams working 4-day-on, 4-day-off shifts and its causing goods receipt problems."
"New Advance Request
Advance ID:
Customer:
Email:
Requested Amount: $624.00
Repayment Date: August 05, 2017
Source: API
Created Date: July 27, 2017
Phone : 2049995517
Postal Code: R3N 1R1
Employer: Paint and Drink Winnipeg Inc.",2017-07-28 03:29:35.000000 UTC,chat,True,"Created Date: July 27, 2017"
"Thanks for the reply and getting the logout URL changed.



Oddly enough, Federated Services is still working today…  I have disabled it on my end to where users cannot get to the site anymore to authenticate through ADFS.  Should not be an issue, just weird that it still works.



I am okay with allowing users to get to Concur outside of SSO, no need to change those settings.



Thanks again for all your help,

Keaton



Keaton Rogers
IT Administrator/Digital Services

5221 N. O'Connor Blvd., 11th Floor | Irving, Texas 75039
Direct: 972-432-1393 | Main: 972-432-1440",2018-08-07 14:16:08.000000 UTC,chat,False,"Thanks for the reply and getting the logout URL changed.
Oddly enough, Federated Services is still working today…  I have disabled it on my end to where users cannot get to the site anymore to authenticate through ADFS.  Should not be an issue, just weird that it still works.
I am okay with allowing users to get to Concur outside of SSO, no need to change those settings."
Thank you! How do I create a penny test?,2019-06-17 13:47:27.000000 UTC,chat,False,Thank you! How do I create a penny test?
"/ Chatter Notification Styles / .messageText, .messageSmallText,.messageTextBold, .headlineText, .text13px, .linkStyle, .linkStyleBold, .smallLinkStyle, .smallGreyLinkStyle, .greyLinkStyle, .footerText { font-size:14px; font-family: Arial; color:#222; } .messageTextBold{ font-weight: bold; } .messageSmallText { font-size:12px; line-height: 15px; } .text13px { font-size:13px; } .greyLine { color: #D4DADB; background-color: #D4DADB; height: 1px; } a, .linkStyle, .linkStyleBold, .smallLinkStyle, .smallGreyLinkStyle, .greyLinkStyle{ color: #015ba7;text-decoration: none; } .smallGreyLinkStyle, .greyLinkStyle, .footerText { color: #7d7d84; line-height: 14px; } .linkStyleBold, .headlineText a { font-weight:bold; } .smallGreyLinkStyle, .smallLinkStyle, .footerText { font-size: 11px; } a:hover { text-decoration: underline; } .fileSharingYellowArea{ background-color:#FFFFDC; padding:10px;} .contentActionLink, .contentActionLabel, .contentdescription, .contentFileLink {font-family: Arial; font-size: 12px;} .contentFileLink {font-weight: bold;} .messageTimestamp {font-size: 11px; color: #27d7dB4;font-family: Arial;} .recentMessageBody {font-size: 12px; color: #222222;font-family: Arial;} .replyEmailText {font-size: 12px;font-family: Arial; color:#222222; font-weight:bold; background-color: #cfeef8;padding-top: 5px;padding-bottom:5px} .darkGreyLine { color: #D4DADC; background-color: #D4DADC; height: 1px; } .messageDate {color: #7d7d84; font-size:11px;font-family:Arial;} / End Chatter Notification Styles / 

mentioned you in a post 



says:
can this be moved to me as Hoovers states it has 92 employees



Tip! To comment, either reply to this email or click this link.



This email was sent to the user .
To change or turn off Chatter emails, use your registered email address to .
salesforce.com, inc. The Landmark @ One Market, Suite 300 San Francisco, CA 94105",2013-03-13 10:34:54.000000 UTC,chat,True,"/ Chatter Notification Styles / .messageText, .messageSmallText,.messageTextBold, .headlineText, .text13px, .linkStyle, .linkStyleBold, .smallLinkStyle, .smallGreyLinkStyle, .greyLinkStyle, .footerText { font-size:14px; font-family: Arial; color:#222; } .messageTextBold{ font-weight: bold; } .messageSmallText { font-size:12px; line-height: 15px; } .text13px { font-size:13px; } .greyLine { color: #D4DADB; background-color: #D4DADB; height: 1px; } a, .linkStyle, .linkStyleBold, .smallLinkStyle, .smallGreyLinkStyle, .greyLinkStyle{ color: #015ba7;text-decoration: none; } .smallGreyLinkStyle, .greyLinkStyle, .footerText { color: #7d7d84; line-height: 14px; } .linkStyleBold, .headlineText a { font-weight:bold; } .smallGreyLinkStyle, .smallLinkStyle, .footerText { font-size: 11px; } a:hover { text-decoration: underline; } .fileSharingYellowArea{ background-color:#FFFFDC; padding:10px;} .contentActionLink, .contentActionLabel, .contentdescription, .contentFileLink {font-family: Arial; font-size: 12px;} .contentFileLink {font-weight: bold;} .messageTimestamp {font-size: 11px; color: #27d7dB4;font-family: Arial;} .recentMessageBody {font-size: 12px; color: #222222;font-family: Arial;} .replyEmailText {font-size: 12px;font-family: Arial; color:#222222; font-weight:bold; background-color: #cfeef8;padding-top: 5px;padding-bottom:5px} .darkGreyLine { color: #D4DADC; background-color: #D4DADC; height: 1px; } .messageDate {color: #7d7d84; font-size:11px;font-family:Arial;} / End Chatter Notification Styles / 
mentioned you in a post 
says:
can this be moved to me as Hoovers states it has 92 employees
Tip! To comment, either reply to this email or click this link.
This email was sent to the user .
To change or turn off Chatter emails, use your registered email address to ."
"Case #: 05899503



Your request has been received by Field Services. You will be contacted soon by the assigned Case owner.



Please reply to this email, or reference your Case # 05899503 if you have any questions about the status of your request. (Please do not send a new email)



We are committed to your success.

Thank you,



The Field Services Team

FieldServices@concur.com",2015-01-27 18:48:58.000000 UTC,chat,True,"Your request has been received by Field Services. You will be contacted soon by the assigned Case owner.
Please reply to this email, or reference your Case # 05899503 if you have any questions about the status of your request. (Please do not send a new email)
Thank you,"
"All too often, people talk about rural America in terms of what we don’t have. We’re moving beyond that — and we’re not alone.







Hello—

A new year offers the opportunity for a reset.

The calendar no longer feels like a countdown with time running out, but a new canvas filled with possibilities. It’s the ideal time to refresh perspectives, identify new goals, and map out the year ahead. And at the Center on Rural Innovation, the transition to 2022 has put one theme front and center:

Epic opportunity.

All too often, people talk about rural America in terms of what we don’t have. We’re moving beyond that — and we’re not alone. More organizations are waking up to the prospect that technology can spark a rural renaissance in the 21st century.

As the perfect kickoff, we announced this month that , will be the pilot site for , an initiative that will empower more rural places to benefit from everything that broadband access and the growing digital economy has to offer. This project, , came to life because the visionary leaders of our partner organizations understand that rural economies need to be strong and diversified if they hope to succeed for decades to come. They see small cities like Aberdeen as a place of opportunity, a chance to show other leaders and policymakers what the future of rural economic development can look like across the country. They believe, as we do, that the jobs of the future can and should be able to .

We’ve also seen more stories that illustrate the ways rural America is evolving and upending inaccurate stereotypes, too.

The next time you hear someone talking about how rural America isn’t diverse, you should point out that the latest Census data shows it is actually more diverse than ever: Nearly a quarter of rural residents — 24% — are people of color. This month, we spoke with NPR for a story about , where this ongoing demographic shift has resulted in a five-person city council that now has four members from its growing Latinx community. The example isn’t an outlier, either: 10% of rural counties are now majority people of color, according to .

These narrative-busting examples are essential when it comes to recognizing that rural America is not white America, as well as realizing the vibrancy and transformative potential that this diversity provides to so many rural communities.

Along the same lines, CORI, in collaboration with , released several pieces of research this month funded by the , which had the incredible foresight to ask us to dig deeper to understand where and how their resources — and the rest of the economic development community — can have the greatest impact in bringing technology jobs to . In addition to examining the economic development approaches used by around the country, there is a series of on topics like the , the , , and the geography of innovation. This work will be the focus of a virtual we are hosting on Feb. 17 — you can to be a part of this event.

Supported by new partners and amazing new communities, with new research and data to draw from, it’s truly an exhilarating moment to be working in and for rural America. The momentum is only growing. At the dawn of this new year, now is the time to make the most of this incredible opportunity.







Matt Dunne

CORI Founder and Executive Director













Join the Conversation: Future-Focused
Economic Development in Rural America





On Feb. 17, we are hosting , moderated by our director of research and knowledge, Mark Rembert, that delves into how technology is changing rural economies and how local leaders are responding. And three of those leaders — Ela Kakde, Stacy Nimmo, and Kathy Wyatt — will be sharing from with future-focused rural economic development in their communities.

We hope you can to join us for the discussion!



This conversation expands on our latest research, supported by funding from into some of the trends affecting economic development in rural America. For more on some of these topics, check out the following reports released earlier this month:

: This report addresses what we have learned about remote work during the COVID-19 pandemic, as well as what remote work in rural America looked like before, how remote work changed during the pandemic, and what it may look like in the future.



: This report looks at the growth of gig and independent work, and digs into the scope, scale, opportunities, and risks of the gig economy in the context of rural America.



: Our most recent report explores the question of how automation has impacted, is impacting, and will continue to impact rural America in the coming years, and breaks down these trends across occupations, industries, places and people.





Rural Reading List





We’ve assembled a handful of local and national stories about rural America that should be on your reading list. Some feature the work we’re doing at CORI, while others focus on rural trends and topics making headlines.

NPR:



Wall Street Journal:



The Daily Yonder:



Valley News: 



Ohio State News:



St. Louis Public Radio:



Washington Post:















News from Our Network





Our is a nationwide community of committed change agents working to advance the economic future of small-town America. They were invited to join the Network after demonstrating ongoing commitment to the development of their digital economy ecosystems through the Rural Innovation Initiative.

Here's what some of our Network communities have been up to lately:

Ada, Oklahoma: The Ada Jobs Foundation is looking to grow its team in a big way, hiring for three new positions: startup program manager, technology community manager, and ecosystem digital content manager. .



Pikeville, Kentucky : Shaping Our Appalachian Region recently released its ""The Remote Work Playbook for Eastern Kentucky Leaders,"" a free resource local change agents in its community. The material explores how to retain and attract workers, as well as how to fund and expand broadband. .



Pine Bluff, Arkansas: The team at The Generator is expanding! They are currently seeking an education programs coordinator to develop, deliver, and evaluate their educational offerings. .



Red Wing, Minnesota: There's a new face on the board of Red Wing Ignite! The organization announced in late December that Tawonda Burks, a business success strategist from southeast Minnesota, had joined the board. .





Did You Know...?







We're Hiring





We, along with our sister organization, are looking to grow our teams. Check out the positions we're currently hiring for:

























Share this Newsletter





We invite you to join us in our work to close the rural opportunity gap and advance inclusive economic prosperity and investment in rural America. We hope you will encourage others to be part of this conversation by sharing our newsletter.







Be Social





Be sure to connect with us on social and get news and updates in real time.











Center on Rural Innovation, 2 Quechee Road, Hartland, Vermont 05048",2022-01-26 18:52:02.000000 UTC,chat,True,"All too often, people talk about rural America in terms of what we don’t have. We’re moving beyond that — and we’re not alone.
A new year offers the opportunity for a reset.
The calendar no longer feels like a countdown with time running out, but a new canvas filled with possibilities. It’s the ideal time to refresh perspectives, identify new goals, and map out the year ahead. And at the Center on Rural Innovation, the transition to 2022 has put one theme front and center:
All too often, people talk about rural America in terms of what we don’t have. We’re moving beyond that — and we’re not alone. More organizations are waking up to the prospect that technology can spark a rural renaissance in the 21st century.
As the perfect kickoff, we announced this month that , will be the pilot site for , an initiative that will empower more rural places to benefit from everything that broadband access and the growing digital economy has to offer. This project, , came to life because the visionary leaders of our partner organizations understand that rural economies need to be strong and diversified if they hope to succeed for decades to come. They see small cities like Aberdeen as a place of opportunity, a chance to show other leaders and policymakers what the future of rural economic development can look like across the country. They believe, as we do, that the jobs of the future can and should be able to .
We’ve also seen more stories that illustrate the ways rural America is evolving and upending inaccurate stereotypes, too.
The next time you hear someone talking about how rural America isn’t diverse, you should point out that the latest Census data shows it is actually more diverse than ever: Nearly a quarter of rural residents — 24% — are people of color. This month, we spoke with NPR for a story about , where this ongoing demographic shift has resulted in a five-person city council that now has four members from its growing Latinx community. The example isn’t an outlier, either: 10% of rural counties are now majority people of color, according to .
These narrative-busting examples are essential when it comes to recognizing that rural America is not white America, as well as realizing the vibrancy and transformative potential that this diversity provides to so many rural communities.
Along the same lines, CORI, in collaboration with , released several pieces of research this month funded by the , which had the incredible foresight to ask us to dig deeper to understand where and how their resources — and the rest of the economic development community — can have the greatest impact in bringing technology jobs to . In addition to examining the economic development approaches used by around the country, there is a series of on topics like the , the , , and the geography of innovation. This work will be the focus of a virtual we are hosting on Feb. 17 — you can to be a part of this event.
Supported by new partners and amazing new communities, with new research and data to draw from, it’s truly an exhilarating moment to be working in and for rural America. The momentum is only growing. At the dawn of this new year, now is the time to make the most of this incredible opportunity.
Join the Conversation: Future-Focused
On Feb. 17, we are hosting , moderated by our director of research and knowledge, Mark Rembert, that delves into how technology is changing rural economies and how local leaders are responding. And three of those leaders — Ela Kakde, Stacy Nimmo, and Kathy Wyatt — will be sharing from with future-focused rural economic development in their communities.
We hope you can to join us for the discussion!
This conversation expands on our latest research, supported by funding from into some of the trends affecting economic development in rural America. For more on some of these topics, check out the following reports released earlier this month:
: This report addresses what we have learned about remote work during the COVID-19 pandemic, as well as what remote work in rural America looked like before, how remote work changed during the pandemic, and what it may look like in the future.
: This report looks at the growth of gig and independent work, and digs into the scope, scale, opportunities, and risks of the gig economy in the context of rural America.
: Our most recent report explores the question of how automation has impacted, is impacting, and will continue to impact rural America in the coming years, and breaks down these trends across occupations, industries, places and people.
We’ve assembled a handful of local and national stories about rural America that should be on your reading list. Some feature the work we’re doing at CORI, while others focus on rural trends and topics making headlines.
Our is a nationwide community of committed change agents working to advance the economic future of small-town America. They were invited to join the Network after demonstrating ongoing commitment to the development of their digital economy ecosystems through the Rural Innovation Initiative.
Ada, Oklahoma: The Ada Jobs Foundation is looking to grow its team in a big way, hiring for three new positions: startup program manager, technology community manager, and ecosystem digital content manager. .
Pikeville, Kentucky : Shaping Our Appalachian Region recently released its ""The Remote Work Playbook for Eastern Kentucky Leaders,"" a free resource local change agents in its community. The material explores how to retain and attract workers, as well as how to fund and expand broadband. .
Pine Bluff, Arkansas: The team at The Generator is expanding! They are currently seeking an education programs coordinator to develop, deliver, and evaluate their educational offerings. .
Red Wing, Minnesota: There's a new face on the board of Red Wing Ignite! The organization announced in late December that Tawonda Burks, a business success strategist from southeast Minnesota, had joined the board. .
Did You Know...?
We're Hiring
We, along with our sister organization, are looking to grow our teams. Check out the positions we're currently hiring for:
Share this Newsletter
We invite you to join us in our work to close the rural opportunity gap and advance inclusive economic prosperity and investment in rural America. We hope you will encourage others to be part of this conversation by sharing our newsletter.
Be sure to connect with us on social and get news and updates in real time.
Center on Rural Innovation, 2 Quechee Road, Hartland, Vermont 05048"
"Hello Aya,



I would be free Monday afternoon if you would like to schedule a call. I appreciate the overall update.



Have a good evening,



April Ready
Accounting Manager

1.866.254.0000 ext. 136



SOC • PCI • HITRUST • FedRAMP • ISO",2020-01-15 23:38:54.000000 UTC,chat,False,"I would be free Monday afternoon if you would like to schedule a call. I appreciate the overall update.
Have a good evening,"
"Ref the rejection below. Can you please advise what expense type I need to claim the $9.32 against. I have tried several and it keeps getting rejected. It is a Hotel Booking fee charged by Hogg Robinson in Australia so would have thought it is either claimed under Hotel or Miscellaneous. This is the third rejection so please advise which is the correct expense type to be claimed.



Kind Regards



Peter Hewitt

Customer Manager



Asia Pacific Customer Team

Rolls-Royce Australia Services

Suite 805, Level 8, Central Terrace Building

10 Arrivals Court, Sydney International Airport

Sydney, NSW, 2020, Australia

Ph: +61 (02) 9304 4036

Mob: +61 (0)418 291813

Email: peter.hewitt@rolls-royce.com



Out of Hours Duty Phone: +61 (02) 96935839",2018-08-06 01:48:28.000000 UTC,chat,False,Ref the rejection below. Can you please advise what expense type I need to claim the $9.32 against. I have tried several and it keeps getting rejected. It is a Hotel Booking fee charged by Hogg Robinson in Australia so would have thought it is either claimed under Hotel or Miscellaneous. This is the third rejection so please advise which is the correct expense type to be claimed.
"Thank you for your patience, Patrick! Your account has been updated.",2020-03-26 13:44:47.000000 UTC,chat,False,"Thank you for your patience, Patrick! Your account has been updated."
"Is this for ?

Since he is the only one listed, I would like to get confirmation from someone other than himself.",2020-03-24 17:18:02.000000 UTC,chat,False,"Is this for ?
Since he is the only one listed, I would like to get confirmation from someone other than himself."
"TO whom it may concern.

The office that this payout service is associated to a doctors office that is still currently seeing patients during the out break. Please resume resume services.

Dr. Gillihan",2020-03-24 16:49:18.000000 UTC,chat,True,"TO whom it may concern.
The office that this payout service is associated to a doctors office that is still currently seeing patients during the out break. Please resume resume services."
"Hello Jenne



Oh dear, please help me then.



Renaud has been relocated to Switzerland with effect this Jan 2020 and these claims (I have few more) are meant for his expenses in 2019.  So for him the correct cost centre is (0951890728) Nespresso RO MGE but there is no option for me to choose as I think his account is based on the old access.



Please advise.



Thanks,

Helene",2020-01-07 01:20:10.000000 UTC,chat,False,"Oh dear, please help me then.
Renaud has been relocated to Switzerland with effect this Jan 2020 and these claims (I have few more) are meant for his expenses in 2019.  So for him the correct cost centre is (0951890728) Nespresso RO MGE but there is no option for me to choose as I think his account is based on the old access.
Please advise."
"Why do I get no answer?

Von: Werner, Matthias
Gesendet: Freitag, 10. Oktober 2014 11:41
An: 'audit.support@concur.com'
Betreff: WG: Kostenabrechnung an Mitarbeiter zurückgesendet Werner, Matthias Ludwig



Hello,

can I please have an answer?

Regards, Matthias Werner



Von: Werner, Matthias
Gesendet: Dienstag, 7. Oktober 2014 16:19
An: 'audit.support@concur.com'
Betreff: WG: Kostenabrechnung an Mitarbeiter zurückgesendet Werner, Matthias Ludwig



Hello Audit Support,

I received the attached comment regarding my expense statement. The rental car costs were rejected with the reason, that renting a GPS is not allowed. I believe that this is wrong.

Please take a look at page 4 of the travel policy (see attachment). There it is stated, that renting a GPS is allowed if required for safety reasons. This was the case because I was travelling in a foreign country and needed the guidance.

Please approve my expense statement.

Mit freundlichen Grüßen / Best Regards,

Matthias Werner
Manager IS Integrated Supply Chain D-A-CH
Information Systems

Mondelez Deutschland Services GmbH & Co. KG
Postfach 10 78 40, 28078 Bremen
Langemarckstr. 4-20, 28199 Bremen

T:   +49 421 599-3546
F:   +49 421 599-83546
E:




Sitz: Bremen, AG Bremen HRA 25174
Komplementärin: ONKO Großrösterei Gesellschaft mit beschränkter Haftung, Sitz: Bremen, AG Bremen HRB 4634
Geschäftsführer: Rainer Claußen, Carsten Boldt, Matthias Kootz, Michael Loß, Christian Reuver, Mario Vangelista
Diese Nachricht enthält vertrauliche Informationen und ist ausschließlich für den Adressaten bestimmt. Jeder Gebrauch durch Dritte ist verboten. Falls Sie die Daten irrtümlich erhalten haben, nehmen Sie bitte Kontakt mit dem Absender auf und löschen Sie die Daten auf jedem Computer und Datenträger. / This message contains confidential information and is intended solely for the use by the addressee. Any use of this message by a third party is prohibited. If you received this message in error, please contact the sender and delete the data from any computer and data carrier.







Von: [ ]
Gesendet: Sonntag, 5. Oktober 2014 07:07
An: Werner, Matthias
Betreff: Kostenabrechnung an Mitarbeiter zurückgesendet Werner, Matthias Ludwig





Diese Kostenabrechnung wurde teilweise genehmigt. Mindestens eine Ausgabe aus dieser Kostenabrechnung wurde an den Mitarbeiter zurückgesendet.



Geändert von:



Concur ConcurAuditor211

Abrechnungsname:



CSP-MTI-Scope Validation-Utrecht-150914

Genehmigter Betrag:",2014-10-14 06:50:26.000000 UTC,chat,False,"Why do I get no answer?
An: 'audit.support@concur.com'
can I please have an answer?
An: 'audit.support@concur.com'
I received the attached comment regarding my expense statement. The rental car costs were rejected with the reason, that renting a GPS is not allowed. I believe that this is wrong.
Please take a look at page 4 of the travel policy (see attachment). There it is stated, that renting a GPS is allowed if required for safety reasons. This was the case because I was travelling in a foreign country and needed the guidance.
Please approve my expense statement.
Diese Nachricht enthält vertrauliche Informationen und ist ausschließlich für den Adressaten bestimmt. Jeder Gebrauch durch Dritte ist verboten. Falls Sie die Daten irrtümlich erhalten haben, nehmen Sie bitte Kontakt mit dem Absender auf und löschen Sie die Daten auf jedem Computer und Datenträger. / This message contains confidential information and is intended solely for the use by the addressee. Any use of this message by a third party is prohibited. If you received this message in error, please contact the sender and delete the data from any computer and data carrier.
Diese Kostenabrechnung wurde teilweise genehmigt. Mindestens eine Ausgabe aus dieser Kostenabrechnung wurde an den Mitarbeiter zurückgesendet."
"Case #: 09907377



Your request has been received by Field Services. You will be contacted soon by the assigned Case owner.



Use the link below to update your case. (Please do not send a new email).

Case Link:

https://na26.salesforce.com/5003200001D7ant



Thank you,

The Field Services Team



Did you know?...

You can now create Cases for Field Services support directly from the Account and Opportunity pages, using the 'Create Case' button at the top of those pages.",2017-06-06 15:54:18.000000 UTC,chat,True,"Your request has been received by Field Services. You will be contacted soon by the assigned Case owner.
Use the link below to update your case. (Please do not send a new email).
Thank you,
Did you know?...
You can now create Cases for Field Services support directly from the Account and Opportunity pages, using the 'Create Case' button at the top of those pages."
"Delivery has failed to these recipients or groups:

Your message can't be delivered because delivery to this address is restricted. 


Diagnostic information for administrators:

Generating server: qlikview.com

System.Account@qlikview.com
550 5.7.1 RESOLVER.RST.AuthRequired; authentication required ##rfc822;postmaster@qlikview.com

Original message headers:

Received: from mta1e-out.mail.zscaler.net (95.172.88.23) by
 QTHTCASEU01.qliktech.com (10.77.48.25) with Microsoft SMTP Server (TLS) id
 14.2.342.3; Sat, 13 Jul 2013 06:06:57 +0200
Received: from smtp07-asg.mta.salesforce.com ([204.14.232.70])	by
 mta1e.mail.zscaler.net ([95.172.88.18])	with ESMTPS id 51E0D261110C0000;	Fri,
 12 Jul 2013 21:06:57 -0700
Return-Path: <support-updates@concur.com>
X-SFDC-Interface: internal
Received: from [10.237.9.130] ([10.237.9.130:54501]
 helo=ops-mta2-1-was.ops.sfdc.net)	by mx3-asg.mta.salesforce.com
 (envelope-from <support-updates@concur.com>)	(ecelerity 2.2.2.45 r()) with
 ESMTP	id 46/4C-28669-062D0E15; Sat, 13 Jul 2013 04:06:56 +0000
Received: from [10.237.66.10] ([10.237.66.10:48040]
 helo=na4-app2-1-was.ops.sfdc.net)	by mx2-was.mta.salesforce.com
 (envelope-from <support-updates@concur.com>)	(ecelerity 2.2.2.45 r()) with
 ESMTP	id 61/91-26196-062D0E15; Sat, 13 Jul 2013 04:06:56 +0000
Date: Sat, 13 Jul 2013 04:06:56 +0000",2013-07-13 04:07:06.000000 UTC,chat,True,"Delivery has failed to these recipients or groups:
Your message can't be delivered because delivery to this address is restricted. 
550 5.7.1 RESOLVER.RST.AuthRequired; authentication required ##rfc822;postmaster@qlikview.com
Received: from mta1e-out.mail.zscaler.net (95.172.88.23) by
Received: from smtp07-asg.mta.salesforce.com ([204.14.232.70])	by
Received: from [10.237.9.130] ([10.237.9.130:54501]
Received: from [10.237.66.10] ([10.237.66.10:48040]"
"Hi,

Yes I authorize this. Can you please test on the user with email . Its a production test account I use when updating policy settings.

Thanks!
Vaughn",2018-08-06 14:56:56.000000 UTC,chat,False,Yes I authorize this. Can you please test on the user with email . Its a production test account I use when updating policy settings.
